result,head-shape,head-surface,head-color,lesions,odor,gill-attachment,gill-spacing,gill-size,gill-color,body-shape,body-surface-above-neck,body-surface-below-neck,body-color-above-neck,body-color-below-neck,foot-type,foot-color,number-heads,eye-type,tattoo-print-color,population,habitat
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,b,s,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g
friendly,f,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d
dangerous,b,s,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
friendly,f,y,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,x,s,w,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g
friendly,k,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p
dangerous,f,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,d
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p
friendly,k,s,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
friendly,f,y,n,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
friendly,f,s,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d
friendly,f,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,x,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p
friendly,f,y,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
friendly,f,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d
friendly,f,f,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d
dangerous,b,y,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,x,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p
friendly,f,y,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g
dangerous,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,x,f,g,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p
friendly,x,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d
friendly,f,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p
friendly,f,s,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,f,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,g
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,d
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p
dangerous,x,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g
dangerous,x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p
friendly,f,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p
friendly,k,s,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g
friendly,x,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
friendly,x,y,e,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g
dangerous,f,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g
dangerous,x,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
friendly,k,s,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d
dangerous,x,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g
friendly,k,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,f,s,b,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u
friendly,f,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,u
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,x,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u
friendly,f,s,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
friendly,x,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
friendly,k,s,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p
friendly,f,y,u,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p
friendly,f,s,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d
friendly,x,s,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,x,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,b,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d
friendly,f,y,u,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d
friendly,x,y,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p
friendly,k,s,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p
dangerous,f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u
dangerous,x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,d
friendly,f,y,u,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d
dangerous,x,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,p
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,x,y,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p
dangerous,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,p
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
friendly,k,y,b,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
friendly,f,y,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,g
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g
dangerous,x,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,p
dangerous,x,s,w,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p
dangerous,x,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,f,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,x,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p
friendly,x,y,w,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
friendly,x,s,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,g
dangerous,x,y,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,x,y,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d
friendly,f,f,e,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p
dangerous,k,f,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,g
friendly,k,f,c,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
dangerous,f,f,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d
dangerous,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d
dangerous,b,y,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
friendly,k,y,p,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g
friendly,k,y,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d
dangerous,x,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
dangerous,x,y,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
dangerous,f,g,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
dangerous,x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u
friendly,f,y,c,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p
friendly,f,y,p,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,x,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,x,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g
dangerous,x,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
friendly,k,y,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
dangerous,x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,x,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
dangerous,f,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u
dangerous,f,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g
friendly,k,y,c,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,f,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g
dangerous,f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,c,g,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
dangerous,x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,b,g,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
dangerous,x,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,f,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u
dangerous,b,f,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
